park_code,year,month,recreation_visits,temp_c,precip_mm_day,park_name,state,latitude,longitude,date
CRLA,2023,9,78550,11.58,1.31,Crater Lake,OR,42.9446,-122.109,2023-09-01
CRLA,2023,10,45595,7.05,1.56,Crater Lake,OR,42.9446,-122.109,2023-10-01
CRLA,2023,11,15376,1.55,2.49,Crater Lake,OR,42.9446,-122.109,2023-11-01
CRLA,2023,12,11432,0.5,4.28,Crater Lake,OR,42.9446,-122.109,2023-12-01
CRLA,2024,1,4659,-0.9,7.1,Crater Lake,OR,42.9446,-122.109,2024-01-01
CRLA,2024,2,5304,-0.5,4.03,Crater Lake,OR,42.9446,-122.109,2024-02-01
CRLA,2024,3,7277,-0.67,3.59,Crater Lake,OR,42.9446,-122.109,2024-03-01
CRLA,2024,4,13142,3.51,1.88,Crater Lake,OR,42.9446,-122.109,2024-04-01
CRLA,2024,5,31706,7.4,1.55,Crater Lake,OR,42.9446,-122.109,2024-05-01
CRLA,2024,6,66311,12.66,0.82,Crater Lake,OR,42.9446,-122.109,2024-06-01
CRLA,2024,7,153196,19.35,0.05,Crater Lake,OR,42.9446,-122.109,2024-07-01
CRLA,2024,8,93343,15.81,1.01,Crater Lake,OR,42.9446,-122.109,2024-08-01
CRLA,2024,9,75658,13.89,0.46,Crater Lake,OR,42.9446,-122.109,2024-09-01
CRLA,2024,10,42103,7.69,1.5,Crater Lake,OR,42.9446,-122.109,2024-10-01
CRLA,2024,11,7238,-0.69,7.07,Crater Lake,OR,42.9446,-122.109,2024-11-01
CRLA,2024,12,5005,-0.58,7.99,Crater Lake,OR,42.9446,-122.109,2024-12-01
DEVA,2005,1,26104,7.95,1.71,Death Valley,CA/NV,36.5323,-116.9325,2005-01-01
DEVA,2005,2,37201,9.02,1.72,Death Valley,CA/NV,36.5323,-116.9325,2005-02-01
DEVA,2005,3,128271,12.56,0.49,Death Valley,CA/NV,36.5323,-116.9325,2005-03-01
DEVA,2005,4,99117,15.74,0.17,Death Valley,CA/NV,36.5323,-116.9325,2005-04-01
DEVA,2005,5,56257,22.91,0.21,Death Valley,CA/NV,36.5323,-116.9325,2005-05-01
DEVA,2005,6,26718,26.53,0.07,Death Valley,CA/NV,36.5323,-116.9325,2005-06-01
DEVA,2005,7,79294,33.83,0.33,Death Valley,CA/NV,36.5323,-116.9325,2005-07-01
DEVA,2005,8,75828,30.69,0.56,Death Valley,CA/NV,36.5323,-116.9325,2005-08-01
DEVA,2005,9,84526,23.87,0.62,Death Valley,CA/NV,36.5323,-116.9325,2005-09-01
DEVA,2005,10,73927,18.02,0.54,Death Valley,CA/NV,36.5323,-116.9325,2005-10-01
DEVA,2005,11,62003,12.77,0.06,Death Valley,CA/NV,36.5323,-116.9325,2005-11-01
DEVA,2005,12,50867,7.63,0.27,Death Valley,CA/NV,36.5323,-116.9325,2005-12-01
DEVA,2006,1,47518,7.29,0.42,Death Valley,CA/NV,36.5323,-116.9325,2006-01-01
DEVA,2006,2,57656,9.89,0.44,Death Valley,CA/NV,36.5323,-116.9325,2006-02-01
DEVA,2006,3,79684,9.35,0.68,Death Valley,CA/NV,36.5323,-116.9325,2006-03-01
DEVA,2006,4,77945,15.57,0.43,Death Valley,CA/NV,36.5323,-116.9325,2006-04-01
DEVA,2006,5,71881,24.74,0.06,Death Valley,CA/NV,36.5323,-116.9325,2006-05-01
DEVA,2006,6,50011,30.02,0.13,Death Valley,CA/NV,36.5323,-116.9325,2006-06-01
DEVA,2006,7,56990,33.81,0.26,Death Valley,CA/NV,36.5323,-116.9325,2006-07-01
DEVA,2006,8,81482,30.06,0.08,Death Valley,CA/NV,36.5323,-116.9325,2006-08-01
DEVA,2006,9,80212,25.47,0.28,Death Valley,CA/NV,36.5323,-116.9325,2006-09-01
DEVA,2006,10,74215,17.4,0.52,Death Valley,CA/NV,36.5323,-116.9325,2006-10-01
DEVA,2006,11,29970,12.53,0.01,Death Valley,CA/NV,36.5323,-116.9325,2006-11-01
DEVA,2006,12,36876,6.69,0.2,Death Valley,CA/NV,36.5323,-116.9325,2006-12-01
DEVA,2007,1,33933,5.26,0.05,Death Valley,CA/NV,36.5323,-116.9325,2007-01-01
DEVA,2007,2,31820,9.73,0.22,Death Valley,CA/NV,36.5323,-116.9325,2007-02-01
DEVA,2007,3,62036,15.82,0.05,Death Valley,CA/NV,36.5323,-116.9325,2007-03-01
DEVA,2007,4,62265,18.57,0.19,Death Valley,CA/NV,36.5323,-116.9325,2007-04-01
DEVA,2007,5,66975,23.74,0.26,Death Valley,CA/NV,36.5323,-116.9325,2007-05-01
DEVA,2007,6,50866,29.01,0.01,Death Valley,CA/NV,36.5323,-116.9325,2007-06-01
DEVA,2007,7,57166,32.88,0.16,Death Valley,CA/NV,36.5323,-116.9325,2007-07-01
DEVA,2007,8,72478,31.09,0.48,Death Valley,CA/NV,36.5323,-116.9325,2007-08-01
DEVA,2007,9,63281,24.49,1.77,Death Valley,CA/NV,36.5323,-116.9325,2007-09-01
DEVA,2007,10,82269,17.25,0.06,Death Valley,CA/NV,36.5323,-116.9325,2007-10-01
DEVA,2007,11,65588,13.26,0.18,Death Valley,CA/NV,36.5323,-116.9325,2007-11-01
DEVA,2007,12,55445,5.2,0.51,Death Valley,CA/NV,36.5323,-116.9325,2007-12-01
DEVA,2008,1,22274,5.0,0.69,Death Valley,CA/NV,36.5323,-116.9325,2008-01-01
DEVA,2008,2,33008,9.07,0.22,Death Valley,CA/NV,36.5323,-116.9325,2008-02-01
DEVA,2008,3,108197,13.41,0.01,Death Valley,CA/NV,36.5323,-116.9325,2008-03-01
DEVA,2008,4,76141,17.18,0.01,Death Valley,CA/NV,36.5323,-116.9325,2008-04-01
DEVA,2008,5,83457,21.62,0.06,Death Valley,CA/NV,36.5323,-116.9325,2008-05-01
DEVA,2008,6,65350,28.71,0.0,Death Valley,CA/NV,36.5323,-116.9325,2008-06-01
DEVA,2008,7,107479,31.94,0.33,Death Valley,CA/NV,36.5323,-116.9325,2008-07-01
DEVA,2008,8,114524,31.6,0.08,Death Valley,CA/NV,36.5323,-116.9325,2008-08-01
DEVA,2008,9,109326,27.48,0.1,Death Valley,CA/NV,36.5323,-116.9325,2008-09-01
DEVA,2008,10,71902,19.97,0.11,Death Valley,CA/NV,36.5323,-116.9325,2008-10-01
DEVA,2008,11,51181,13.65,1.01,Death Valley,CA/NV,36.5323,-116.9325,2008-11-01
DEVA,2008,12,29099,5.66,0.33,Death Valley,CA/NV,36.5323,-116.9325,2008-12-01
DEVA,2009,1,46010,8.04,0.26,Death Valley,CA/NV,36.5323,-116.9325,2009-01-01
DEVA,2009,2,45168,8.16,1.07,Death Valley,CA/NV,36.5323,-116.9325,2009-02-01
DEVA,2009,3,92935,12.18,0.03,Death Valley,CA/NV,36.5323,-116.9325,2009-03-01
DEVA,2009,4,68675,16.79,0.04,Death Valley,CA/NV,36.5323,-116.9325,2009-04-01
DEVA,2009,5,64187,26.27,0.06,Death Valley,CA/NV,36.5323,-116.9325,2009-05-01
DEVA,2009,6,94520,26.18,0.16,Death Valley,CA/NV,36.5323,-116.9325,2009-06-01
DEVA,2009,7,59806,33.18,0.29,Death Valley,CA/NV,36.5323,-116.9325,2009-07-01
DEVA,2009,8,103181,30.46,0.07,Death Valley,CA/NV,36.5323,-116.9325,2009-08-01
DEVA,2009,9,90401,28.17,0.02,Death Valley,CA/NV,36.5323,-116.9325,2009-09-01
DEVA,2009,10,75587,17.09,0.12,Death Valley,CA/NV,36.5323,-116.9325,2009-10-01
DEVA,2009,11,62533,12.41,0.05,Death Valley,CA/NV,36.5323,-116.9325,2009-11-01
DEVA,2009,12,25571,5.04,0.5,Death Valley,CA/NV,36.5323,-116.9325,2009-12-01
DEVA,2010,1,54678,6.89,1.15,Death Valley,CA/NV,36.5323,-116.9325,2010-01-01
DEVA,2010,2,79196,9.09,1.32,Death Valley,CA/NV,36.5323,-116.9325,2010-02-01
DEVA,2010,3,133300,11.6,0.15,Death Valley,CA/NV,36.5323,-116.9325,2010-03-01
DEVA,2010,4,158319,14.59,0.3,Death Valley,CA/NV,36.5323,-116.9325,2010-04-01
DEVA,2010,5,63622,19.4,0.07,Death Valley,CA/NV,36.5323,-116.9325,2010-05-01
DEVA,2010,6,98967,28.61,0.02,Death Valley,CA/NV,36.5323,-116.9325,2010-06-01
DEVA,2010,7,103919,32.93,0.12,Death Valley,CA/NV,36.5323,-116.9325,2010-07-01
DEVA,2010,8,65201,29.6,0.16,Death Valley,CA/NV,36.5323,-116.9325,2010-08-01
DEVA,2010,9,92876,27.19,0.01,Death Valley,CA/NV,36.5323,-116.9325,2010-09-01
DEVA,2010,10,47898,19.31,0.63,Death Valley,CA/NV,36.5323,-116.9325,2010-10-01
DEVA,2010,11,59756,10.2,0.18,Death Valley,CA/NV,36.5323,-116.9325,2010-11-01
DEVA,2010,12,27043,7.7,2.99,Death Valley,CA/NV,36.5323,-116.9325,2010-12-01
DEVA,2011,1,53158,6.99,0.1,Death Valley,CA/NV,36.5323,-116.9325,2011-01-01
DEVA,2011,2,75164,6.93,0.36,Death Valley,CA/NV,36.5323,-116.9325,2011-02-01
DEVA,2011,3,87843,12.53,0.42,Death Valley,CA/NV,36.5323,-116.9325,2011-03-01
DEVA,2011,4,155234,16.22,0.07,Death Valley,CA/NV,36.5323,-116.9325,2011-04-01
DEVA,2011,5,63296,19.87,0.16,Death Valley,CA/NV,36.5323,-116.9325,2011-05-01
DEVA,2011,6,92244,26.73,0.08,Death Valley,CA/NV,36.5323,-116.9325,2011-06-01
DEVA,2011,7,107539,30.64,0.74,Death Valley,CA/NV,36.5323,-116.9325,2011-07-01
DEVA,2011,8,73237,31.08,0.07,Death Valley,CA/NV,36.5323,-116.9325,2011-08-01
DEVA,2011,9,98093,27.82,0.16,Death Valley,CA/NV,36.5323,-116.9325,2011-09-01
DEVA,2011,10,50717,20.15,0.24,Death Valley,CA/NV,36.5323,-116.9325,2011-10-01
DEVA,2011,11,58123,10.29,0.09,Death Valley,CA/NV,36.5323,-116.9325,2011-11-01
DEVA,2011,12,32219,6.68,0.08,Death Valley,CA/NV,36.5323,-116.9325,2011-12-01
DEVA,2012,1,61713,8.68,0.3,Death Valley,CA/NV,36.5323,-116.9325,2012-01-01
DEVA,2012,2,64439,9.26,0.21,Death Valley,CA/NV,36.5323,-116.9325,2012-02-01
DEVA,2012,3,85680,12.94,0.47,Death Valley,CA/NV,36.5323,-116.9325,2012-03-01
DEVA,2012,4,96944,18.39,0.32,Death Valley,CA/NV,36.5323,-116.9325,2012-04-01
DEVA,2012,5,81636,24.52,0.03,Death Valley,CA/NV,36.5323,-116.9325,2012-05-01
DEVA,2012,6,70245,28.51,0.01,Death Valley,CA/NV,36.5323,-116.9325,2012-06-01
DEVA,2012,7,97488,30.84,0.59,Death Valley,CA/NV,36.5323,-116.9325,2012-07-01
DEVA,2012,8,116560,31.91,0.9,Death Valley,CA/NV,36.5323,-116.9325,2012-08-01
DEVA,2012,9,106510,28.25,0.27,Death Valley,CA/NV,36.5323,-116.9325,2012-09-01
DEVA,2012,10,61723,20.02,0.41,Death Valley,CA/NV,36.5323,-116.9325,2012-10-01
DEVA,2012,11,76490,13.67,0.09,Death Valley,CA/NV,36.5323,-116.9325,2012-11-01
DEVA,2012,12,65140,6.82,0.37,Death Valley,CA/NV,36.5323,-116.9325,2012-12-01
DEVA,2013,1,60868,5.76,0.41,Death Valley,CA/NV,36.5323,-116.9325,2013-01-01
DEVA,2013,2,69596,8.3,0.03,Death Valley,CA/NV,36.5323,-116.9325,2013-02-01
DEVA,2013,3,104159,15.63,0.23,Death Valley,CA/NV,36.5323,-116.9325,2013-03-01
DEVA,2013,4,99741,19.55,0.02,Death Valley,CA/NV,36.5323,-116.9325,2013-04-01
DEVA,2013,5,93874,23.22,0.23,Death Valley,CA/NV,36.5323,-116.9325,2013-05-01
DEVA,2013,6,74910,30.31,0.0,Death Valley,CA/NV,36.5323,-116.9325,2013-06-01
DEVA,2013,7,80393,32.6,0.55,Death Valley,CA/NV,36.5323,-116.9325,2013-07-01
DEVA,2013,8,90631,30.02,0.38,Death Valley,CA/NV,36.5323,-116.9325,2013-08-01
DEVA,2013,9,94989,25.29,0.38,Death Valley,CA/NV,36.5323,-116.9325,2013-09-01
DEVA,2013,10,68345,17.18,0.19,Death Valley,CA/NV,36.5323,-116.9325,2013-10-01
DEVA,2013,11,65899,12.37,0.55,Death Valley,CA/NV,36.5323,-116.9325,2013-11-01
DEVA,2013,12,48567,6.49,0.03,Death Valley,CA/NV,36.5323,-116.9325,2013-12-01
DEVA,2014,1,59718,10.53,0.04,Death Valley,CA/NV,36.5323,-116.9325,2014-01-01
DEVA,2014,2,66371,11.81,0.79,Death Valley,CA/NV,36.5323,-116.9325,2014-02-01
DEVA,2014,3,90386,14.42,0.03,Death Valley,CA/NV,36.5323,-116.9325,2014-03-01
DEVA,2014,4,107089,18.97,0.12,Death Valley,CA/NV,36.5323,-116.9325,2014-04-01
DEVA,2014,5,122761,23.65,0.18,Death Valley,CA/NV,36.5323,-116.9325,2014-05-01
DEVA,2014,6,81146,29.72,0.0,Death Valley,CA/NV,36.5323,-116.9325,2014-06-01
DEVA,2014,7,79329,32.4,0.49,Death Valley,CA/NV,36.5323,-116.9325,2014-07-01
DEVA,2014,8,123363,29.04,0.82,Death Valley,CA/NV,36.5323,-116.9325,2014-08-01
DEVA,2014,9,110593,27.61,0.41,Death Valley,CA/NV,36.5323,-116.9325,2014-09-01
DEVA,2014,10,96526,21.74,0.01,Death Valley,CA/NV,36.5323,-116.9325,2014-10-01
DEVA,2014,11,80573,13.58,0.16,Death Valley,CA/NV,36.5323,-116.9325,2014-11-01
DEVA,2014,12,83457,8.02,1.26,Death Valley,CA/NV,36.5323,-116.9325,2014-12-01
DEVA,2015,1,79547,9.93,0.73,Death Valley,CA/NV,36.5323,-116.9325,2015-01-01
DEVA,2015,2,75606,13.25,0.34,Death Valley,CA/NV,36.5323,-116.9325,2015-02-01
DEVA,2015,3,109421,17.09,0.33,Death Valley,CA/NV,36.5323,-116.9325,2015-03-01
DEVA,2015,4,107352,17.99,0.11,Death Valley,CA/NV,36.5323,-116.9325,2015-04-01
DEVA,2015,5,122137,21.37,0.29,Death Valley,CA/NV,36.5323,-116.9325,2015-05-01
DEVA,2015,6,95496,30.65,0.08,Death Valley,CA/NV,36.5323,-116.9325,2015-06-01
DEVA,2015,7,113672,29.8,0.68,Death Valley,CA/NV,36.5323,-116.9325,2015-07-01
DEVA,2015,8,111467,31.31,0.37,Death Valley,CA/NV,36.5323,-116.9325,2015-08-01
DEVA,2015,9,88005,28.23,0.07,Death Valley,CA/NV,36.5323,-116.9325,2015-09-01
DEVA,2015,10,102672,20.41,2.27,Death Valley,CA/NV,36.5323,-116.9325,2015-10-01
DEVA,2015,11,73477,9.39,0.19,Death Valley,CA/NV,36.5323,-116.9325,2015-11-01
DEVA,2015,12,75991,6.03,0.06,Death Valley,CA/NV,36.5323,-116.9325,2015-12-01
DEVA,2016,1,69229,6.7,0.78,Death Valley,CA/NV,36.5323,-116.9325,2016-01-01
DEVA,2016,2,93970,12.33,0.33,Death Valley,CA/NV,36.5323,-116.9325,2016-02-01
DEVA,2016,3,209282,14.62,0.3,Death Valley,CA/NV,36.5323,-116.9325,2016-03-01
DEVA,2016,4,109486,17.94,0.84,Death Valley,CA/NV,36.5323,-116.9325,2016-04-01
DEVA,2016,5,101842,21.71,0.3,Death Valley,CA/NV,36.5323,-116.9325,2016-05-01
DEVA,2016,6,53042,31.45,0.11,Death Valley,CA/NV,36.5323,-116.9325,2016-06-01
DEVA,2016,7,103950,32.94,0.2,Death Valley,CA/NV,36.5323,-116.9325,2016-07-01
DEVA,2016,8,116843,30.95,0.11,Death Valley,CA/NV,36.5323,-116.9325,2016-08-01
DEVA,2016,9,141517,25.99,0.03,Death Valley,CA/NV,36.5323,-116.9325,2016-09-01
DEVA,2016,10,110588,20.03,0.36,Death Valley,CA/NV,36.5323,-116.9325,2016-10-01
DEVA,2016,11,99779,13.31,0.1,Death Valley,CA/NV,36.5323,-116.9325,2016-11-01
DEVA,2016,12,86755,6.85,1.54,Death Valley,CA/NV,36.5323,-116.9325,2016-12-01
DEVA,2017,1,66867,5.52,1.45,Death Valley,CA/NV,36.5323,-116.9325,2017-01-01
DEVA,2017,2,78586,10.02,1.01,Death Valley,CA/NV,36.5323,-116.9325,2017-02-01
DEVA,2017,3,108119,15.43,0.18,Death Valley,CA/NV,36.5323,-116.9325,2017-03-01
DEVA,2017,4,107559,17.89,0.07,Death Valley,CA/NV,36.5323,-116.9325,2017-04-01
DEVA,2017,5,105660,23.48,0.02,Death Valley,CA/NV,36.5323,-116.9325,2017-05-01
DEVA,2017,6,85150,31.25,0.01,Death Valley,CA/NV,36.5323,-116.9325,2017-06-01
DEVA,2017,7,135277,33.98,0.27,Death Valley,CA/NV,36.5323,-116.9325,2017-07-01
DEVA,2017,8,172052,31.63,0.48,Death Valley,CA/NV,36.5323,-116.9325,2017-08-01
DEVA,2017,9,138167,25.51,0.35,Death Valley,CA/NV,36.5323,-116.9325,2017-09-01
DEVA,2017,10,111268,19.83,0.0,Death Valley,CA/NV,36.5323,-116.9325,2017-10-01
DEVA,2017,11,91802,14.87,0.02,Death Valley,CA/NV,36.5323,-116.9325,2017-11-01
DEVA,2017,12,94320,9.32,0.0,Death Valley,CA/NV,36.5323,-116.9325,2017-12-01
DEVA,2018,1,80396,10.52,0.82,Death Valley,CA/NV,36.5323,-116.9325,2018-01-01
DEVA,2018,2,129711,9.31,0.02,Death Valley,CA/NV,36.5323,-116.9325,2018-02-01
DEVA,2018,3,163823,12.54,0.7,Death Valley,CA/NV,36.5323,-116.9325,2018-03-01
DEVA,2018,4,140669,19.77,0.06,Death Valley,CA/NV,36.5323,-116.9325,2018-04-01
DEVA,2018,5,158670,23.58,0.17,Death Valley,CA/NV,36.5323,-116.9325,2018-05-01
DEVA,2018,6,110111,30.15,0.0,Death Valley,CA/NV,36.5323,-116.9325,2018-06-01
DEVA,2018,7,142972,34.1,0.37,Death Valley,CA/NV,36.5323,-116.9325,2018-07-01
DEVA,2018,8,182929,32.04,0.09,Death Valley,CA/NV,36.5323,-116.9325,2018-08-01
DEVA,2018,9,150012,28.14,0.1,Death Valley,CA/NV,36.5323,-116.9325,2018-09-01
DEVA,2018,10,176518,19.09,0.22,Death Valley,CA/NV,36.5323,-116.9325,2018-10-01
DEVA,2018,11,126623,12.77,0.41,Death Valley,CA/NV,36.5323,-116.9325,2018-11-01
DEVA,2018,12,116226,7.58,0.26,Death Valley,CA/NV,36.5323,-116.9325,2018-12-01
DEVA,2019,1,111954,7.8,0.93,Death Valley,CA/NV,36.5323,-116.9325,2019-01-01
DEVA,2019,2,112925,5.84,1.38,Death Valley,CA/NV,36.5323,-116.9325,2019-02-01
DEVA,2019,3,178553,12.37,1.5,Death Valley,CA/NV,36.5323,-116.9325,2019-03-01
DEVA,2019,4,177696,19.1,0.18,Death Valley,CA/NV,36.5323,-116.9325,2019-04-01
DEVA,2019,5,155378,19.44,0.92,Death Valley,CA/NV,36.5323,-116.9325,2019-05-01
DEVA,2019,6,122013,28.71,0.1,Death Valley,CA/NV,36.5323,-116.9325,2019-06-01
DEVA,2019,7,142487,32.38,0.07,Death Valley,CA/NV,36.5323,-116.9325,2019-07-01
DEVA,2019,8,165632,32.35,0.04,Death Valley,CA/NV,36.5323,-116.9325,2019-08-01
DEVA,2019,9,168894,26.3,0.05,Death Valley,CA/NV,36.5323,-116.9325,2019-09-01
DEVA,2019,10,138152,17.59,0.0,Death Valley,CA/NV,36.5323,-116.9325,2019-10-01
DEVA,2019,11,132013,13.5,0.61,Death Valley,CA/NV,36.5323,-116.9325,2019-11-01
DEVA,2019,12,135248,6.76,0.8,Death Valley,CA/NV,36.5323,-116.9325,2019-12-01
DEVA,2020,1,99063,8.2,0.0,Death Valley,CA/NV,36.5323,-116.9325,2020-01-01
DEVA,2020,2,127628,10.33,0.2,Death Valley,CA/NV,36.5323,-116.9325,2020-02-01
DEVA,2020,3,112464,11.84,0.94,Death Valley,CA/NV,36.5323,-116.9325,2020-03-01
DEVA,2020,4,18361,17.65,0.84,Death Valley,CA/NV,36.5323,-116.9325,2020-04-01
DEVA,2020,5,19994,24.67,0.01,Death Valley,CA/NV,36.5323,-116.9325,2020-05-01
DEVA,2020,6,29404,28.38,0.09,Death Valley,CA/NV,36.5323,-116.9325,2020-06-01
DEVA,2020,7,42566,32.4,0.0,Death Valley,CA/NV,36.5323,-116.9325,2020-07-01
DEVA,2020,8,39387,32.94,0.1,Death Valley,CA/NV,36.5323,-116.9325,2020-08-01
DEVA,2020,9,38762,28.58,0.0,Death Valley,CA/NV,36.5323,-116.9325,2020-09-01
DEVA,2020,10,66744,22.29,0.0,Death Valley,CA/NV,36.5323,-116.9325,2020-10-01
DEVA,2020,11,131552,13.15,0.03,Death Valley,CA/NV,36.5323,-116.9325,2020-11-01
DEVA,2020,12,94098,7.54,0.06,Death Valley,CA/NV,36.5323,-116.9325,2020-12-01
DEVA,2021,1,80263,7.91,0.41,Death Valley,CA/NV,36.5323,-116.9325,2021-01-01
DEVA,2021,2,109242,9.71,0.04,Death Valley,CA/NV,36.5323,-116.9325,2021-02-01
DEVA,2021,3,171617,12.09,0.1,Death Valley,CA/NV,36.5323,-116.9325,2021-03-01
DEVA,2021,4,140477,19.84,0.01,Death Valley,CA/NV,36.5323,-116.9325,2021-04-01
DEVA,2021,5,80770,24.14,0.02,Death Valley,CA/NV,36.5323,-116.9325,2021-05-01
DEVA,2021,6,56077,31.66,0.02,Death Valley,CA/NV,36.5323,-116.9325,2021-06-01
DEVA,2021,7,52909,33.78,0.71,Death Valley,CA/NV,36.5323,-116.9325,2021-07-01
DEVA,2021,8,42775,31.85,0.03,Death Valley,CA/NV,36.5323,-116.9325,2021-08-01
DEVA,2021,9,55804,28.0,0.02,Death Valley,CA/NV,36.5323,-116.9325,2021-09-01
DEVA,2021,10,108985,18.05,0.3,Death Valley,CA/NV,36.5323,-116.9325,2021-10-01
DEVA,2021,11,133130,15.51,0.0,Death Valley,CA/NV,36.5323,-116.9325,2021-11-01
DEVA,2021,12,114502,7.45,0.8,Death Valley,CA/NV,36.5323,-116.9325,2021-12-01
DEVA,2022,1,92212,8.21,0.01,Death Valley,CA/NV,36.5323,-116.9325,2022-01-01
DEVA,2022,2,124091,9.93,0.04,Death Valley,CA/NV,36.5323,-116.9325,2022-02-01
DEVA,2022,3,182052,14.98,0.03,Death Valley,CA/NV,36.5323,-116.9325,2022-03-01
DEVA,2022,4,108984,19.36,0.03,Death Valley,CA/NV,36.5323,-116.9325,2022-04-01
DEVA,2022,5,92601,23.43,0.0,Death Valley,CA/NV,36.5323,-116.9325,2022-05-01
DEVA,2022,6,84768,30.06,0.04,Death Valley,CA/NV,36.5323,-116.9325,2022-06-01
DEVA,2022,7,84575,33.09,0.33,Death Valley,CA/NV,36.5323,-116.9325,2022-07-01
DEVA,2022,8,48242,32.36,0.93,Death Valley,CA/NV,36.5323,-116.9325,2022-08-01
DEVA,2022,9,54672,29.07,0.26,Death Valley,CA/NV,36.5323,-116.9325,2022-09-01
DEVA,2022,10,53764,21.97,0.02,Death Valley,CA/NV,36.5323,-116.9325,2022-10-01
DEVA,2022,11,93445,9.36,0.27,Death Valley,CA/NV,36.5323,-116.9325,2022-11-01
DEVA,2022,12,109456,7.79,0.29,Death Valley,CA/NV,36.5323,-116.9325,2022-12-01
DEVA,2023,1,84177,6.12,0.94,Death Valley,CA/NV,36.5323,-116.9325,2023-01-01
DEVA,2023,2,115023,7.35,0.55,Death Valley,CA/NV,36.5323,-116.9325,2023-02-01
DEVA,2023,3,145647,9.83,1.17,Death Valley,CA/NV,36.5323,-116.9325,2023-03-01
DEVA,2023,4,144868,18.16,0.02,Death Valley,CA/NV,36.5323,-116.9325,2023-04-01
DEVA,2023,5,113857,23.47,0.06,Death Valley,CA/NV,36.5323,-116.9325,2023-05-01
DEVA,2023,6,81845,26.21,0.25,Death Valley,CA/NV,36.5323,-116.9325,2023-06-01
DEVA,2023,7,86776,34.58,0.01,Death Valley,CA/NV,36.5323,-116.9325,2023-07-01
DEVA,2023,8,81202,30.51,2.14,Death Valley,CA/NV,36.5323,-116.9325,2023-08-01
DEVA,2023,9,0,25.29,0.29,Death Valley,CA/NV,36.5323,-116.9325,2023-09-01
DEVA,2023,10,41089,20.48,0.03,Death Valley,CA/NV,36.5323,-116.9325,2023-10-01
DEVA,2023,11,98719,12.77,0.06,Death Valley,CA/NV,36.5323,-116.9325,2023-11-01
DEVA,2023,12,106429,10.27,0.11,Death Valley,CA/NV,36.5323,-116.9325,2023-12-01
DEVA,2024,1,85415,8.43,0.4,Death Valley,CA/NV,36.5323,-116.9325,2024-01-01
DEVA,2024,2,123912,9.32,1.71,Death Valley,CA/NV,36.5323,-116.9325,2024-02-01
DEVA,2024,3,161476,12.39,0.53,Death Valley,CA/NV,36.5323,-116.9325,2024-03-01
DEVA,2024,4,165429,17.97,0.16,Death Valley,CA/NV,36.5323,-116.9325,2024-04-01
DEVA,2024,5,139306,23.93,0.01,Death Valley,CA/NV,36.5323,-116.9325,2024-05-01
DEVA,2024,6,69830,32.14,0.02,Death Valley,CA/NV,36.5323,-116.9325,2024-06-01
DEVA,2024,7,99078,35.62,0.08,Death Valley,CA/NV,36.5323,-116.9325,2024-07-01
DEVA,2024,8,110158,32.05,0.02,Death Valley,CA/NV,36.5323,-116.9325,2024-08-01
DEVA,2024,9,105027,28.97,0.03,Death Valley,CA/NV,36.5323,-116.9325,2024-09-01
DEVA,2024,10,129633,23.09,0.02,Death Valley,CA/NV,36.5323,-116.9325,2024-10-01
DEVA,2024,11,129189,11.06,0.11,Death Valley,CA/NV,36.5323,-116.9325,2024-11-01
DEVA,2024,12,122031,10.84,0.04,Death Valley,CA/NV,36.5323,-116.9325,2024-12-01
GLAC,2005,1,7444,-10.42,2.16,Glacier,MT,48.7596,-113.787,2005-01-01
GLAC,2005,2,12496,-6.76,1.02,Glacier,MT,48.7596,-113.787,2005-02-01
GLAC,2005,3,16490,-3.04,2.2,Glacier,MT,48.7596,-113.787,2005-03-01
GLAC,2005,4,54609,1.15,1.73,Glacier,MT,48.7596,-113.787,2005-04-01
GLAC,2005,5,131566,6.44,1.96,Glacier,MT,48.7596,-113.787,2005-05-01
GLAC,2005,6,286605,9.36,7.85,Glacier,MT,48.7596,-113.787,2005-06-01
GLAC,2005,7,561774,13.77,0.82,Glacier,MT,48.7596,-113.787,2005-07-01
GLAC,2005,8,498836,12.36,2.87,Glacier,MT,48.7596,-113.787,2005-08-01
GLAC,2005,9,269149,6.74,4.1,Glacier,MT,48.7596,-113.787,2005-09-01
GLAC,2005,10,64658,3.12,2.05,Glacier,MT,48.7596,-113.787,2005-10-01
GLAC,2005,11,11848,-4.14,2.07,Glacier,MT,48.7596,-113.787,2005-11-01
GLAC,2005,12,9626,-9.71,2.1,Glacier,MT,48.7596,-113.787,2005-12-01
GLAC,2006,1,10009,-4.66,2.63,Glacier,MT,48.7596,-113.787,2006-01-01
GLAC,2006,2,10702,-9.4,1.89,Glacier,MT,48.7596,-113.787,2006-02-01
GLAC,2006,3,12439,-5.98,1.58,Glacier,MT,48.7596,-113.787,2006-03-01
GLAC,2006,4,23373,1.57,2.54,Glacier,MT,48.7596,-113.787,2006-04-01
GLAC,2006,5,100842,7.85,2.11,Glacier,MT,48.7596,-113.787,2006-05-01
GLAC,2006,6,324244,11.76,3.85,Glacier,MT,48.7596,-113.787,2006-06-01
GLAC,2006,7,587137,16.26,0.73,Glacier,MT,48.7596,-113.787,2006-07-01
GLAC,2006,8,493092,14.0,1.14,Glacier,MT,48.7596,-113.787,2006-08-01
